Index	Parent	Start	Move	End	Tags	Origin	Date	Video	Description
469	85	Wrap	Double swap	Sweetheart	hard, fast	Project 4/5	2014-10-07		Facing forward, boy steps behind across on 1, forward on 2, across the front of the girl on 3 and asks for crosshand, then turn girl 1.5 times. Easier to lead if you keep connection with right hand.
470	226	Sweetheart	Girl half turn + boy under arm	Close hold	nice, swap	Project 4/5	2014-10-07		on 5, move GL shoulder to the right slightly and lift GLA to get under it. Girls like this one for some reason
471	dup	Open hold	Girl turn 5/4	Side-by-side	turn	Project 4/5	2014-10-07		
472	-	Side-by-side	Girl turn	Cliffhanger	easy, turn	Project 4/5	2014-10-07		Lead by bouncing hand up then going in an arm-extended circle starting downward.
473	33	Cliffhanger	Drag	Close hold	fun	Project 4/5	2014-10-07		Walk backwards and pull girl with you.
474	170	Close hold	Quarter turn + forward walk	Close hold	travel, tango	TSF Level 2	2014-10-08		Lunge forward on 1, step back on 2, then turn frames on 4. Walk forward and half turn x2, then finish last half of basic.
475	155	Open hold	Girl hesitation half-turn	Mates hold	hard	TSF Level 2	2014-10-08		Turn girl, putting right hand on her right hip and making contact manboob to shoulderblade and boy's right thigh to girl's left butt.
476	156	Mates hold	Lunge and half turn	Mates hold	hard, swap	TSF Level 2	2014-10-08		Half turn is awkward, lead with contra. Centre of rotation is - as always - between inside feet. 
478	19	Mates hold	Sideways basic and girl turn	Close hold	easy, turn	TSF Level 2	2014-10-08		
479	-	Open hold	Girl turn + dip	Close hold	turn, fun, body	TSF Level 2	2014-10-08		Place right hand on her back on 6, her right hand on your back on 7. Do not lean forward or rotate your frame. Girl pushes left heel forward and opens out away from boy, watching her dropped hand. 
480	-	Open hold	Swap hands	Crosshand	easy, basic	Altona	2014-10-13		
481	dup	Crosshand	Girl turn	Sweetheart	easy, turn	Altona	2014-10-13		
482	dup	Sweetheart	Walk forward	Sweetheart	easy, basic	Altona	2014-10-13		
483	dup	Sweetheart	Slow about turn	Sweetheart	easy	Altona	2014-10-13		Walk forward three steps (indicating turn just before 3) then turn on 4. Repeat.  (led with forearm/shoulder/chest)
484	124	Sweetheart	Fast about turns	Crosshand	fast	Altona	2014-10-13		Turn on every second count. Boy does small side steps. Exit on fifth turn by letting girl walk to side and half-turning her on 3,4. Leader presses hands inward; girl presses hands outward. Girl steps across herself repeatedly. Needs contra/swooping motion as well, hard to lead.
485	-	Crosshand	Double arm sweep	Close hold	easy, basic	Altona	2014-10-13		
486	-	Close hold	Hesitation basic	Close hold	easy, basic	Altona	2014-10-13		
487	37	Close hold	Travelling box step	Close hold	travel	Project 2/3	2014-10-14		Step: Side, forward, forward, tap. Complete box.
488	dup	Cliffhanger	Approach/retreat	Cliffhanger		Project 2/3	2014-10-14		
489	280	Cliffhanger	Toe-heel step	Cliffhanger		Project 2/3	2014-10-14		Tap your toe on 1, tap your heel on 2, then step tap to complete half of a stylized on-the-spot basic.
490	dup	Open hold	Girl turn	Open hold	easy, turn	Project 2/3	2014-10-14		
491	dup	Open hold	Boy turn	Crosshand	easy, boy	Project 2/3	2014-10-14		Flick hand on third beat of turn, and catch it with other hand.
492	dup	Crosshand	Boy turn	Boy hammerlock	easy	Project 2/3	2014-10-14		
493	497	Boy hammerlock	Elbow bump	Close hold	easy, basic	Project 2/3	2014-10-14		Gently/stylishly elbow the girl's locking arm out of the way
494	dup	Open hold	Girl turn	Open hold	easy, turn	Project 4/5	2014-10-14		
495	dup	Open hold	Boy turn	Crosshand	easy, boy	Project 4/5	2014-10-14		Flick hand on third beat of turn, and catch it with other hand.
496	dup	Crosshand	Boy turn	Boy hammerlock	easy	Project 4/5	2014-10-14		
497	160	Boy hammerlock	Arm sweep	Control hold	easy, basic, fun	Project 4/5	2014-10-14		
498	1	Control hold	About turn	Control hold	easy, swap	Project 4/5	2014-10-14		Swap sides over four counts (both half turn). Girl can do a booty roll on 3,4, which boy can also try to lead using her frame. This is a lot like a cross-body lead in salsa.
499	-	Open hold	Both outside turn	Crosshand	hard, turn	Project 4/5	2014-10-14		
500	-	Crosshand	Swap sides	Open hold	swap	Project 4/5	2014-10-14		Boy can half turn outside instead of inside here
501	dup	Open hold	Girl turn	Hammerlock	easy, turn	Project 4/5	2014-10-14		
502	11	Hammerlock	Windmill bounce	Crosshand	fun, hard, turn	Project 4/5	2014-10-14		Windmill, then bounce hand down on 8 and throw upwards for a both outside turn (boy swaps hammerlock-locking hand behind back)
503	dup	Crosshand	Girl turn	Close hold	easy, turn	Project 4/5	2014-10-14		
504	dup	Close hold	Box step	Close hold	basic	TSF Level 2	2014-10-15		Step: Side, together, forward, tap. Complete box. Corners of box don't have to be sharp.
505	1	Open hold	Dominican basic	Open hold	easy, basic	TSF Level 2	2014-10-15		Shuffle step on 3 or 4: instead of tapping, do two extra steps, one on 4 and one on either 3.5 or 4.5.
506	-	Open hold	Wave hands around	Open hold	easy, basic	TSF Level 2	2014-10-15		Wave left hand in a big circle on 1, R2, L3 and 4 (with hesitation between 3 and 4). Repeat on other side.
507	-	Open hold	Approach/retreat	Cliffhanger		TSF Level 2	2014-10-15		Move closer for spring then push apart into first step.
508	dup	Wrap	Haircomb	Mates hold	fun, body, basic	TSF Level 1	2014-10-16		One hand then the other, hold hip to prevent turn
509	200	Mates hold	Grind step	Mates hold	easy, basic	TSF Level 1	2014-10-16		Step around the outside of girl.. Forward on 1, rock back on 2
510	4	Open hold	Boy outside turn	Open hold	easy, boy	Altona	2014-10-20		
511	dup	Open hold	Girl turn	Open hold	easy, turn	Altona	2014-10-20		
512	96	Open hold	Girl free turn + boy free turn	Open hold	turn	Altona	2014-10-20		Led from the hip
513	-	Open hold	Girl turn	Crosshand	easy, turn	Altona	2014-10-20		Boy haircomb at the end of this one, then sleepy bodyroll basic
514	dup	Crosshand	Girl turn	Hammerlock crosshand	easy, turn	Altona	2014-10-20		
515	-	Hammerlock crosshand	Girl turn	Close hold opened	easy, turn	Altona	2014-10-20		
516	695	Close hold opened	Bodyroll	Close hold	body	Altona	2014-10-20		Boy stands rigid, supporting girl under shoulderblade/arm and with other hand.
517	dup	Open hold	Girl turn 5/4	Side-by-side	turn	TSF Level 2	2014-10-22		
518	dup	Side-by-side	Girl spin + boy spin	Open hold	fast, turn	TSF Level 2	2014-10-22		
519	96	Open hold	Girl free turn	Open hold	easy, turn	TSF Level 2	2014-10-22		Small contra, then push girl's frame around to start her turning and let go.
520	-	Open hold	Girl turn with boy outside turn	Hammerlock	turn	TSF Level 2	2014-10-22		Boy swaps hands twice
521	361	Hammerlock	Girl turn + boy back scratch	Open hold	turn, swap	TSF Level 2	2014-10-22		Girl turns on 5. Boy half turn on 7, 8, leaves hand on shoulder. Girl's right hand trails down back on 1, 2, boy catches on 2, throws out on three to catch left arm and lead forward with turn.
522	dup	Open hold	Double turn dip	Close hold	fast, turn, fun	TSF Level 2	2014-10-22		
523	-	Close hold	Walk forward	Close hold	easy, basic	Project 4/5	2014-10-21		
524	34	Close hold	Slow walk backward	Close hold	easy, basic, fun	Project 4/5	2014-10-21		Walk backwards, one step every two beats.
525	510	Open hold	Boy outside turn	Side-by-side	hard, fast	Project 4/5	2014-10-21		Swap hands behind back then throw hand away and grab other hand
526	3	Side-by-side	Girl double turn	Open hold	fast, turn	Project 4/5	2014-10-21		
527	-	Close hold	Basic	Close hold opened	easy, basic	Project 4/5	2014-10-21		Open out frame to opened-close-hold over four beats
528	-	Close hold opened	Girl walks across	Cliffhanger crosshand	easy	Project 4/5	2014-10-21		Girl walks across in front of boy (gentle push in middle of back on 2, except never push girl?)
529	-	Cliffhanger crosshand	Girl turn	Close hold	easy, turn	Project 4/5	2014-10-21		
530	33,39	Close hold	Boy walk-through	Cliffhanger	easy, swap	Project 4/5	2014-10-21		
531	-	Cliffhanger	Boy turn + trail	Crosshand		Project 4/5	2014-10-21		
532	dup	Crosshand	Girl turn	Sweetheart	easy, turn	Project 4/5	2014-10-21		
533	dup	Sweetheart	Girl half turn	Hammerlock crosshand	turn, fun	Project 4/5	2014-10-21		
534	11	Hammerlock crosshand	Girl turn + boy outside turn	Close hold	turn	Project 4/5	2014-10-21		A bit like a windmill, locking hand goes over the top
535	133	Open hold	Boy outside turn	Boy hammerlock	easy, boy	Altona	2014-10-27		Keep contact with two fingers only.
536	dup	Boy hammerlock	Windmill	Boy hammerlock	fun, hard, turn	Altona	2014-10-27		Boy starts girl turning outside, then does his own outside turn at the same time. Be sure to lift new turning arm quickly, keeping girl's arm straight, to avoid locking -- practise this one slowly to start with.
537	-	Boy hammerlock	Release	Crosshand	easy, basic	Altona	2014-10-27		
538	dup	Crosshand	Girl turn	Hammerlock crosshand	easy, turn	Altona	2014-10-27		
539	-	Hammerlock crosshand	Girl turn	Close hold	easy, turn	Altona	2014-10-27		
540	dup	Close hold	Dip	Close hold	fun, body	Altona	2014-10-27		Girl supports her own weight. Girl's right arm around boy's waist, left around shoulder. Boy's left on girl's shoulder, right supporting torso centre-of-mass. Boy must NOT bend forward; squat vertically only.
541	-	Embrace	Basic	Close hold	easy, basic	filler	2014-10-27		
542	-	Embrace	Basic	Open hold	easy, basic	filler	2014-10-27		
543	dup	Open hold	Girl hesitation half-turn	Wrap	hard	Project 2/3	2014-10-28		Girl's footwork is Step-tap-step-tap.
544	dup	Wrap	Girl turn	Open hold	easy, turn	Project 2/3	2014-10-28		Girl's footwork is Step-tap-step-tap.
545	-	Open hold	Boy hesitation turn	Boy wrap	boy	Project 2/3	2014-10-28		Step-tap-step-tap.
546	-	Boy wrap	Boy hesitation turn	Open hold		Project 2/3	2014-10-28		Step-tap-step-tap.
547	dup	Open hold	Boy outside turn	Boy hammerlock	easy, boy	Project 2/3	2014-10-28		
548	-	Boy hammerlock	Basic	Close hold	easy, basic	Project 2/3	2014-10-28		Flick locking arm upward with elbow slightly.
549	dup	Close hold	Basic	Open hold	easy, basic	Project 4/5	2014-10-28		
550	-	Open hold	About turn	Open hold	easy, swap	Project 4/5	2014-10-28		Contra by stepping backward slightly, then pull girl forward to swap sides.
551	dup	Open hold	Girl double-handed turn	Catapult	easy, turn	Project 4/5	2014-10-28		
552	358	Catapult	Boy walk-through	Open hold	fun	Project 4/5	2014-10-28		Boy walks forward under right arm, leaves left at neck (let go)
553	dup	Open hold	Girl turn	Hammerlock	easy, turn	Project 4/5	2014-10-28		
554	dup	Hammerlock	Hands low turn	Hammerlock	fun, turn	Project 4/5	2014-10-28		Very light contact with hands here, don't hold tightly. Make sure elbows stay slightly bent, keep hands very low. Guide elbow so it doesn't get stuck.
555	-,10	Hammerlock	Girl turn	Girl haircombed	turn, fun	Project 4/5	2014-10-28		Contra as for a normal unwind, but instead of putting turning hand over her head, put it on her shoulder next to her neck and leave it there while she turns.
556	756	Girl haircombed	Sunrise	Mates hold	fun	Project 4/5	2014-10-28		Girl half turn. Boy keeps girl's elbows inside his elbows. lifts hands above head, then brings right arm down using wrist contact.
557	dup	Mates hold	Basic	Mates hold	easy, basic	Project 4/5	2014-10-28		
558	-	Mates hold	Girl turn	Open hold	easy, turn	Project 4/5	2014-10-28		
559	-	Close hold	Grind step	Embrace	body	TSF Level 2	2014-10-30		Using your left wrist, push girl's right wrist in a big circle: down, behind her, then up to your shoulder. Her arm should be straight, and her hand trails behind her wrist.
560	368	Embrace	Knee roll	Embrace	body	TSF Level 2	2014-10-30		Start by pulling knee back, then push it around in a circle. Girl should maintain leg contact and do a booty roll as a result. Can be cheekily enhanced by lifting her frame slightly to straighten her knee at the apoapsis of the roll.
561	dup	Embrace	Basic	Open hold	easy, basic	TSF Level 2	2014-10-30		
562	193	Open hold	Girl turn + boy turn	Boy haircombed	turn, fast	TSF Level 2	2014-10-30		
563	497	Boy haircombed	Arm sweep	Arm up	easy, basic	TSF Level 2	2014-10-30		Sweep arm from chest in nearly two full circles over four beats, starting down.
564	dup	Arm up	Girl turn	Control hold	easy, turn	TSF Level 2	2014-10-30		
565	509	Control hold	Grind step	Mates hold		TSF Level 2	2014-10-30		On 1, push her to step back. Sweep GRA backward as well. On 2, sweep GRA over between you so that she turns 180° to her left, ending up in mates hold. Don't break contact with BRH as you slide down to GLhip, guide her into cuddle with BRA.
566	dup	Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-10-30		Lean away from the direction of sway (spring into it)
567	760	Mates hold	Body rolls	Mates hold	body	TSF Level 2	2014-10-30		Either two two-beat rolls then a slow one or vice versa.
568	dup	Close hold	Grind step	Close hold	easy, basic	TSF Level 2	2014-11-05		Lunge (step forward) on 1, back on 2, stop on 3, drop on 4, open on 5 by throwing arm down, bodyroll on 7.
569	dup	Close hold	Basic	Open hold	easy, basic	TSF Level 2	2014-11-05		Girl steps forward past boy then half turns.
570	135	Open hold	Double turn	Wrap	fast, turn	TSF Level 2	2014-11-05		Grab non-turning hand as it goes past on second revolution
571	dup	Wrap	Push-pull	Cliffhanger	easy, fun, swap	TSF Level 2	2014-11-05		
572	47	Cliffhanger	Cross-body lead	Mates hold	easy, swap	TSF Level 2	2014-11-05		Girl walks across to other side of boy and half turns to face him
573	dup	Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-11-05		
574	111	Mates hold	Bodyroll	Mates hold	easy, basic, body	TSF Level 2	2014-11-05		
575	-	Open hold	Basic	Arms up	basic	Altona	2014-11-10		Let go and put your right hand on her right hip -- she will put her arms up by herself.
576	96	Arms up	Both outside turn	Arms up	easy, turn	Altona	2014-11-10		With right arm on her opposite hip, contra her slightly then lead a turn from the hip.
577	203	Arms up	Approach/retreat	Arms up	basic, fun	Altona	2014-11-10		Step past her on the left, pulling her hips past on your right. On 2, move back to neutral, then repeat on other side.
578	-	Arms up	Girl free turn	Open hold	easy, turn	Altona	2014-11-10		
579	dup	Open hold	Boy turn	Open hold	easy, boy	Altona	2014-11-10		
580	dup	Open hold	Girl turn + boy turn	Open hold	fast, turn	Altona	2014-11-10		
581	-	Open hold	Double arm sweep	Arms up	easy, basic	TSF Level 2	2014-11-13		
582	-	Arms up	Basic	Embrace	easy, basic	TSF Level 2	2014-11-13		
583	372	Embrace	Grind step + twist squat	Embrace	body, fun	TSF Level 2	2014-11-13		Step forward on 1, rotating frames, then return to neutral. At the same time, sweep her right arm down and then behind her to throw it across your shoulder on 4. Also on 4, twist to boy's left, keeping legs interleaved. On 5,6, squat down, then on 7,8, stand up again.
584	-	Embrace	Basic	Control hold	easy, basic	TSF Level 2	2014-11-13		
585	dup	Control hold	Grind step	Mates hold		TSF Level 2	2014-11-13		Step forward on 1, rotating frames, then pull her into wrap, releasing hands to switch hands for mates hold. Right hands on her hip.
586	dup	Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-11-13		
587	156	Mates hold	Bow	Close hold	hard, swap	TSF Level 2	2014-11-13		Reverse bodyroll by stepping forward with left foot. End roll by pushing girl's frame forward gently with chest, while boy is off to side so she can balance by sticking her butt out. Keep firm hold with left hands, provide support for her to flick upright again. Throw left hand over shoulder then turn into close hold.
588	dup	Close hold	Spin	Close hold opened	easy, swap	TSF Level 2	2014-11-13		
589	dup	Close hold opened	Bodyroll	Close hold	body	TSF Level 2	2014-11-13		
590	dup	Open hold	Double turn	Wrap	fast, turn	Altona	2014-11-17		
591	dup	Wrap	Walk forward	Wrap	easy, basic	Altona	2014-11-17		
592	dup	Wrap	Roll out girl	Cliffhanger	easy, turn	Altona	2014-11-17		
593	-	Cliffhanger	Free spin	Embrace	easy, turn	Altona	2014-11-17		
594	dup	Embrace	Straight dip	Embrace	hard, body	Altona	2014-11-17		
595	dup	Close hold	Basic	Close hold	easy, basic	TSF Level 2	2014-11-19		
596	dup	Close hold	Stop and roll	Close hold	body	TSF Level 2	2014-11-19		
597	dup	Close hold	Spin	Close hold opened	easy, swap	TSF Level 2	2014-11-19		Grind step then big contra on 4 to lead into spin.
598	332	Close hold opened	Hesitation step	Close hold opened	hard	TSF Level 2	2014-11-19		With right arm around girl's waist, prevent her from walking forward with right hand on hip.
599	332	Close hold opened	Boy turn	Crosshand		TSF Level 2	2014-11-19		
600	193	Crosshand	Girl turn + arm flick + boy turn	Boy hammerlock	turn, fast, hard	TSF Level 2	2014-11-19		With left hand on top, girl turns under both hands on 5, 6 and boy turns outside on 7,8 with arm flick in between.
601	497	Boy hammerlock	Arm sweep + throw-block	Side-by-side	hard	TSF Level 2	2014-11-19		Sweep girl's locking arm around in a full 360 with wrist contact then flick it around her and grab other arm to stop her spinning (flick is too late for her to spin anyway really)
602	519	Side-by-side	Girl free turn + bodyroll	Mates hold	fast, body	TSF Level 2	2014-11-19		Girl turns on 5, 6 into mates hold then lead a bodyroll.
603	dup	Mates hold	Wave arm around	Mates hold	basic	TSF Level 2	2014-11-19		Put arm next to hip, then sweep around to above head, then down boy's face (if comfortable) and out in front
604	dup	Mates hold	Grind step	Mates hold	easy, basic	TSF Level 2	2014-11-19		
605	98	Catapult	Boy turn	Open hold	easy	eR-avS5xmvY	2014-11-20	https://www.youtube.com/watch?v=eR-avS5xmvY	
606	26	Open hold	Haircomb each other	Both haircombed	easy, basic, fun	eR-avS5xmvY	2014-11-20	https://www.youtube.com/watch?v=eR-avS5xmvY	Right hand haircombs girl, left self (each has right arm on partner's near shoulder).
607	606	Both haircombed	Walk around	Both haircombed	easy, basic, fun	eR-avS5xmvY	2014-11-20	https://www.youtube.com/watch?v=eR-avS5xmvY	With right hands behind each others' necks, walk around each other. Be careful of looking at your partner too intensely.
608	606	Both haircombed	Both head roll	Open hold	body, fun	eR-avS5xmvY	2014-11-20	https://www.youtube.com/watch?v=eR-avS5xmvY	Sideways body roll under each other's hands, start by nodding head forward to get under their hand.
609	362	Open hold	Outside turn	Side-by-side	turn	St. Kilda	2014-11-22		3/4 outside turn then lock arms to walk forward and back.
610	dup	Close hold	Basic	Close hold	easy, basic	Altona	2014-11-24		
611	dup	Close hold	Single step	Close hold	easy, basic	Altona	2014-11-24		
612	dup	Close hold	Spin	Close hold	easy, swap	Altona	2014-11-24		
613	729	Open hold	Face-to-face backflip	Open hold	hard, elite, aerial	_-1COOsnYtI	2014-11-24	http://gfycat.com/AmpleColdAfricancivet	Take careful note of vertical momentum management -- Girl stops fall mostly using arms (hanging upside down). Girl should be careful not to kick guy in face or headbutt balls.  http://youtu.be/_-1COOsnYtI?t=1m53s http://youtu.be/u3EPcyy2YAk?t=1m30s
614	907	Close hold opened	Lift dip inverted	Close hold	hard	eR-avS5xmvY	2014-11-26	https://youtu.be/eR-avS5xmvY?t=3m23s	From close hold, rotate girl 90d clockwise. Ask for her left leg with your left hand, then throw it over your head and grab her right leg with your left hand, so she ends up sitting on your hips like scissors, with BLA under GRL. Then let her lean back, holding on to GLL for dear life
615	dup	Open hold	Boy turn	Boy hammerlock	easy, boy	TSF Level 1	2014-11-20		
616	-	Boy hammerlock	Girl haircomb	Crosshand	easy, basic	TSF Level 1	2014-11-20		Release hammerlock and take freed hand.
617	dup	Crosshand	Girl double-handed turn + flick	Crosshand	turn	TSF Level 1	2014-11-20		
618	dup	Crosshand	Wrong-way turn	Crosshand	turn, fun	TSF Level 1	2014-11-20		
619	dup	Crosshand	Girl turn	Hammerlock crosshand	easy, turn	TSF Level 1	2014-11-20		
620	-	Hammerlock crosshand	Girl turn	Crosshand	easy, turn	TSF Level 1	2014-11-20		
621	dup	Crosshand	Girl turn	Sweetheart	easy, turn	TSF Level 1	2014-11-20		
622	227	Sweetheart	Body roll down + body roll up	Sweetheart	easy, body, fun	TSF Level 1	2014-11-20		
623	dup	Sweetheart	Girl turn	Crosshand	turn	TSF Level 1	2014-11-20		
624	dup	Crosshand	Girl haircomb	Open hold	easy, basic	TSF Level 1	2014-11-20		
625	-,565	Control hold	Grind step	Wrap	easy	TSF Level 2	2014-11-26		
626	313	Wrap	Reverse double bodyroll	Wrap	body, fun	TSF Level 2	2014-11-26		Mark explained this as a reverse bodyroll then a normal one.
627	18	Wrap	Arm sweep	Mates hold	easy, basic	TSF Level 2	2014-11-26		Leave girl's hands close together in front of her chest, then sweep them down and out.
628	dup	Mates hold	Girl turns around boy	Boy wrap	fun	TSF Level 2	2014-11-26		
629	dup	Boy wrap	Boy half inside turn	Boy hammerlock		TSF Level 2	2014-11-26		
630	-,497	Boy hammerlock	Arm sweep	Embrace	easy, basic	TSF Level 2	2014-11-26		
631	dup,277	Embrace	Shoulder roll + side dip	Embrace	body	TSF Level 2	2014-11-26		
632	-	Open hold	Fold arms over shoulders	Embrace	basic	Sharon	2014-11-29		Girl's palms face you then move them up and onto her shoulders, then let go to embrace.
633	dup,372	Embrace	Sway lift	Embrace	body	Sharon	2014-11-29		Contra up on 8, then sway left down, right down, left lifting by ribcage and then back to neutral. By lifting, you do the work for the girl, which is a relief for her (also no really low swaying means yay).
634	-	Arms up	Half turn	Mates hold		Sharon	2014-11-29		Arms up on 8, holding arms just above or below elbows. Right arm leads turn, hand to tummy on 2 to stop turn. Lead basic with body against girl's left shoulder.
635	-	Mates hold	Boy walks around	Close hold		Sharon	2014-11-29		Lift arms above her head then stop her firmly so boy can walk clockwise around.
636	dup,417	Embrace	Body roll	Embrace	body	Sharon	2014-11-29		Two fingers press on muscle between shoulderblade and spine to lead. It's a suggestion, not a command. Boy doesn't move on 1 but can roll with lower body only. 
637	dup	Open hold	Girl turn	Hammerlock	easy, turn	TSF Level 2	2014-12-04		
638	10	Hammerlock	Girl turn + boy outside turn	Crosshand	easy, turn	TSF Level 2	2014-12-04		Haircomb girl then start her unwinding. As she unwinds, swap hammerlock hand behind boy's back as he turns outside.
639	dup	Crosshand	Girl turn	Crosshand	easy, turn	TSF Level 2	2014-12-04		
640	20	Crosshand	Boy half turn + arm flick	Hammerlock crosshand	fun	TSF Level 2	2014-12-04		Boy half turns under BLH (starting on -1), keeping BRH on his shoulder. BLH flicks GLH around behind her on second beat, then boy turns back to take new hammerlocking GLH.
641	10	Hammerlock crosshand	Girl outside turn	Hammerlock crosshand	easy, turn, fun	TSF Level 2	2014-12-04		Let go of locking hand and trail around waist to take it again.
642	dup	Hammerlock crosshand	Girl turn	Close hold	easy, turn	TSF Level 2	2014-12-04		
643	246,565	Close hold	Grind step	Mates hold		TSF Level 2	2014-12-04		Both step back on 1 then forward on 2 to be in mates hold at right angles to previous direction (girl quarter turn left). Maintain contact with right arm and let girl feel where the cuddling arm is going to be. 
644	dup	Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-12-04		Sway left for two beats then right for two beats. Pretend you are superman about to launch into the sky in both directions.
645	dup	Mates hold	Basic	Mates hold	easy, basic	TSF Level 2	2014-12-04		
646	dup	Mates hold	Girl turn	Open hold	easy, turn	TSF Level 2	2014-12-04		Lead with small contra (pull slightly with left hand) on 4.
647	249,170	Control hold	Side squat	Control hold	body	TSF Level 2	2014-12-04		With introductory motion on 8, boy's right hand circles downward and toward him on 1, then pushes forward and behind girl on 2 to rotate frame. Girl squats on two also. Boy's whole frame rotates to lead clearly. Contra on 8 beforehand is toward girl slightly. Once girl is squatted, boy pushes her right knee with his left to encourage a booty roll on 3, 4.
648	dup,683	Open hold	Haircomb	Girl haircombed	easy, basic	Altona	2014-12-08		
649	-	Girl haircombed	Girl free turn	Stepped back	easy, turn	Altona	2014-12-08		
650	-	Stepped back	Approach/retreat	Open hold		Altona	2014-12-08		
651	-	Open hold	Boy haircomb	Crosshand	easy, basic	Altona	2014-12-08		
652	-	Crosshand	Both haircomb	Close hold	easy, basic	Altona	2014-12-08		Haircomb girl then boy over four counts
653	40	Close hold	Travelling spin	Close hold	hard, fast	Project 4/5	2014-12-09		Big contra on 4
654	653	Close hold	Travelling spin	Close hold opened	hard, fast	Project 4/5	2014-12-09		
655	332	Close hold opened	Walk forward	Close hold	easy, basic	Project 4/5	2014-12-09		Boy does a basic while girl walks forward and back
656	440	Close hold	Girl walks around + spin	Open hold	frame, turn	Project 4/5	2014-12-09		Boy leads girl past his right with left hand (also stepping forward) and then around behind on 4. Pull forward back in front of boy on 5 then free spin using girl's left wrist to lead (requires frame from girl) 
657	dup	Open hold	Boy turn	Boy hammerlock	easy, basic	Project 4/5	2014-12-09		
658	53,133	Boy hammerlock	Catapult	Close hold	hard, basic	Project 4/5	2014-12-09		Use your arm which you just turned under to get under her locking elbow (release her locking hand), lift her arm with your elbow, then release it for the catapult movement.
659	dup	Open hold	Approach/retreat	Cliffhanger		Altona	2014-12-15		
660	135	Cliffhanger	Girl turn	Wrap	easy, turn	Altona	2014-12-15		
661	dup	Wrap	Walk forward	Wrap		Altona	2014-12-15		
662	dup	Wrap	Girl turn	Open hold		Altona	2014-12-15		
663	dup	Open hold	Girl turn + dip	Close hold		Altona	2014-12-15		
664	dup	Open hold	Boy turn	Crosshand		Altona	2014-12-15		
665	dup	Crosshand	Girl turn	Sweetheart	easy, turn	Altona	2014-12-15		
666	dup	Sweetheart	Girl turn	Crosshand	easy, turn	Altona	2014-12-15		
667	-	Crosshand	Arm sweep	Close hold	easy, basic	Altona	2014-12-15		
668	dup,609	Open hold	Outside turn	Side-by-side locked		Project 4/5	2014-12-16		
669	414,43	Side-by-side locked	Spin	Cliffhanger		Project 4/5	2014-12-16		
670	-	Cliffhanger	Boy turn	Open hold		Project 4/5	2014-12-16		Swap hands twice behind back
671	dup	Open hold	Girl double-handed turn	Catapult		Project 4/5	2014-12-16		
672	638	Catapult	Girl turn + boy turn	Boy hammerlock		Project 4/5	2014-12-16		
673	160	Boy hammerlock	Girl haircomb	Crosshand locked		Project 4/5	2014-12-16		Haircomb girl then step next to girl to link arms -- boy slips free hand through girl's locking arm, e.g. BLA to GRA.
674	669,673	Crosshand locked	Girl walk around	Open hold		Project 4/5	2014-12-16		Boy walks past girl, she trails her lock arm around his neck, then he half-turns back to open hold
675	dup,15	Open hold	Hesitation turn	Wrap		Project 4/5	2014-12-16		
676	dup	Wrap	Relax hands	Mates hold		Project 4/5	2014-12-16		
677	74	Mates hold	Girl turn	Wrap crosshand		Project 4/5	2014-12-16		Left arms overhead during turn then to her right shoulder
678	677	Wrap crosshand	Girl turn	Sweetheart		Project 4/5	2014-12-16		
679	dup	Sweetheart	Girl turn	Crosshand		Project 4/5	2014-12-16		
680	dup	Crosshand	Double arm sweep	Close hold		Project 4/5	2014-12-16		
681	1	Crosshand	Basic	Crosshand		filler			
682	1	Control hold	Basic	Control hold		filler			Hold each other's hands firmly, palm-to-palm (fingers pointing up and outward). Keep your shoulders quite stiff and rotate your whole body, not just your upper body or shoulders. If follow keeps frame strong then she will rotate too. Hands should be wider apart than shoulders. Lean in towards each other slightly to create "tension".
683	26	Open hold	Girl haircomb	Neck hold	nice	Sharon	2015-01-08		Lead can hold haircomb hand with both hands for more intimacy. Rest your hand on the back of her neck.
684	166	Neck hold	Lazy sway	Neck hold	easy, basic, body	Sharon	2015-01-08		Lift girl's frame just before starting sway so she knows that something is up. Drag head to indicate slower move.
685	-	Neck hold	Relax hands	Open hold	easy, basic	Sharon	2015-01-08		
686	4	Open hold	Boy turn + flick	Arms up		Sharon	2015-01-08		
687	166	Arms up	Lazy sway	Embrace	easy, basic, body	Sharon	2015-01-08		Hold the girl's ribcage firmly (not forcefully) and have a strong posture (feet apart, head up, shoulders back and down). Slide it side to side, moving your own torso as well.
688	2	Open hold	Slow walk forward	Neck hold	basic	Sharon	2015-01-08		This is a good one to do at the start of a dance. Stop girl so she goes back with her left foot first. Step on 1, 3, 5, 7. Then do a very slow sway (four beats per side).
689	dup	Neck hold	Lazy sway	Neck hold	easy, basic, body	Sharon	2015-01-08		
690	4	Neck hold	Walk around girl	Open hold		Sharon	2015-01-08		Walk all the way around over 8 counts, windowing her with her right hand.
691	dup	Crosshand	Girl turn	Sweetheart	turn, fast	Sharon	2015-01-08		Girl 1.5 turn
