Start	Move	End	Tags	Origin	Date	Description	Index	Parent
Crosshand	Boy turn	Boy hammerlock	easy	Project 4/5	2014-10-14		496	dup
Boy hammerlock	Arm sweep	Control hold	easy, basic, fun	Project 4/5	2014-10-14		497	-
Control hold	About turn	Control hold	easy, swap	Project 4/5	2014-10-14	Swap sides over four counts (both half turn).	498	-
Open hold	Both outside turn	Crosshand	hard, turn	Project 4/5	2014-10-14		499	-
Crosshand	Swap sides	Open hold	swap	Project 4/5	2014-10-14	Boy can half turn outside instead of inside here	500	-
Open hold	Girl turn	Hammerlock	easy, turn	Project 4/5	2014-10-14		501	dup
Hammerlock	Windmill bounce	Crosshand	fun, hard, turn	Project 4/5	2014-10-14	Windmill, then bounce hand down on 8 and throw upwards for a both outside turn (boy swaps hammerlock-locking hand behind back)	502	-
Crosshand	Girl turn	Close hold	easy, turn	Project 4/5	2014-10-14		503	dup
Close hold	Box step	Close hold	basic	TSF Level 2	2014-10-15	Step: Side, together, forward, tap. Complete box. Corners of box don't have to be sharp.	504	dup
Open hold	Dominican basic	Open hold	easy, basic	TSF Level 2	2014-10-15	Shuffle step on 3 or 4.	505	-
Open hold	Wave hands around	Open hold	easy, basic	TSF Level 2	2014-10-15	Wave left hand in a big circle on 1, R2, L3 and 4 (with hesitation between 3 and 4). Repeat on other side.	506	-
Open hold	Approach/retreat	Cliffhanger		TSF Level 2	2014-10-15	Move closer for spring then push apart into first step.	507	-
Wrap	Haircomb	Mates hold	fun, body, basic	TSF Level 1	2014-10-16	One hand then the other, hold hip to prevent turn	508	dup
Mates hold	Grind step	Mates hold	easy, basic	TSF Level 1	2014-10-16	Step around the outside of girl.. Forward on 1, rock back on 2	509	-
Open hold	Boy outside turn	Open hold	easy, boy	Altona	2014-10-20		510	-
Open hold	Girl turn	Open hold	easy, turn	Altona	2014-10-20		511	dup
Open hold	Girl free turn + boy free turn	Open hold	turn	Altona	2014-10-20	Led from the hip	512	-
Open hold	Girl turn	Crosshand	easy, turn	Altona	2014-10-20	Boy haircomb at the end of this one, then sleepy bodyroll basic	513	-
Crosshand	Girl turn	Hammerlock crosshand	easy, turn	Altona	2014-10-20		514	dup
Hammerlock crosshand	Girl turn	Close hold opened	easy, turn	Altona	2014-10-20		515	-
Close hold opened	Bodyroll	Close hold	body	Altona	2014-10-20	Boy stands rigid, supporting girl under shoulderblade/arm and with other hand.	516	-
Open hold	Girl turn 5/4	Side-by-side	turn	TSF Level 2	2014-10-22		517	dup
Side-by-side	Girl spin + boy spin	Open hold	fast, turn	TSF Level 2	2014-10-22		518	dup
Open hold	Girl free turn	Open hold	easy, turn	TSF Level 2	2014-10-22	Small contra, then push girl's frame around to start her turning and let go.	519	-
Open hold	Girl turn with boy outside turn	Hammerlock	turn	TSF Level 2	2014-10-22	Boy swaps hands twice	520	-
Hammerlock	Girl turn + boy back scratch	Open hold	hard, turn, swap	TSF Level 2	2014-10-22	Girl turns on 5. Boy half turn on 7, 8, leaves hand on shoulder. Girl's right hand trails down back on 1, 2, boy catches on 2, throws out on three to catch left arm and lead forward with turn.	521	-
Open hold	Double turn dip	Close hold	fast, turn, fun	TSF Level 2	2014-10-22		522	dup
Close hold	Walk forward	Close hold	easy, basic	Project 4/5	2014-10-21		523	-
Close hold	Slow walk backward	Close hold	easy, basic, fun	Project 4/5	2014-10-21	Walk backwards, one step every two beats.	524	34
Open hold	Boy outside turn	Side-by-side	hard, fast	Project 4/5	2014-10-21	Swap hands behind back then throw hand away and grab other hand	525	-
Side-by-side	Girl double turn	Open hold	fast, turn	Project 4/5	2014-10-21		526	3
Close hold	Basic	Close hold opened	easy, basic	Project 4/5	2014-10-21	Open out frame to opened-close-hold over four beats	527	-
Close hold opened	Girl walks across	Cliffhanger crosshand	easy	Project 4/5	2014-10-21	Girl walks across in front of boy (gentle push in middle of back on 2, except never push girl?)	528	-
Cliffhanger crosshand	Girl turn	Close hold	easy, turn	Project 4/5	2014-10-21		529	-
Close hold	Boy walk-through	Cliffhanger	easy, swap	Project 4/5	2014-10-21		530	-
Cliffhanger	Boy turn + trail	Crosshand		Project 4/5	2014-10-21		531	-
Crosshand	Girl turn	Sweetheart	easy, turn	Project 4/5	2014-10-21		532	dup
Sweetheart	Girl turn	Hammerlock crosshand	turn, fun	Project 4/5	2014-10-21		533	-
Hammerlock crosshand	Girl turn + boy outside turn	Close hold	turn	Project 4/5	2014-10-21	A bit like a windmill, locking hand goes over the top	534	-
Open hold	Boy outside turn	Boy hammerlock	easy, boy	Altona	2014-10-27	Keep contact with two fingers only.	535	-
Boy hammerlock	Windmill	Boy hammerlock	fun, hard, turn	Altona	2014-10-27	Boy starts girl turning outside, then does his own outside turn at the same time. Be sure to lift new turning arm quickly, keeping girl's arm straight, to avoid locking -- practise this one slowly to start with.	536	dup
Boy hammerlock	Release	Crosshand	easy, basic	Altona	2014-10-27		537	-
Crosshand	Girl turn	Hammerlock crosshand	easy, turn	Altona	2014-10-27		538	dup
Hammerlock crosshand	Girl turn	Close hold	easy, turn	Altona	2014-10-27		539	-
Close hold	Dip	Close hold	fun, body	Altona	2014-10-27	Girl supports her own weight. Girl's right arm around boy's waist, left around shoulder. Boy's left on girl's shoulder, right supporting torso centre-of-mass. Boy must NOT bend forward; squat vertically only.	540	dup
Embrace	Basic	Close hold	easy, basic	original	2014-10-27		541	-
Embrace	Basic	Open hold	easy, basic	original	2014-10-27		542	-
Open hold	Girl hesitation half-turn	Wrap	hard	Project 2/3	2014-10-28	Girl's footwork is Step-tap-step-tap.	543	dup
Wrap	Girl turn	Open hold	easy, turn	Project 2/3	2014-10-28	Girl's footwork is Step-tap-step-tap.	544	dup
Open hold	Boy hesitation turn	Boy wrap	boy	Project 2/3	2014-10-28	Step-tap-step-tap.	545	-
Boy wrap	Boy hesitation turn	Open hold		Project 2/3	2014-10-28	Step-tap-step-tap.	546	-
Open hold	Boy outside turn	Boy hammerlock	easy, boy	Project 2/3	2014-10-28		547	dup
Boy hammerlock	Basic	Close hold	easy, basic	Project 2/3	2014-10-28	Flick locking arm upward with elbow slightly.	548	-
Close hold	Basic	Open hold	easy, basic	Project 4/5	2014-10-28		549	dup
Open hold	About turn	Open hold	easy, swap	Project 4/5	2014-10-28	Contra by stepping backward slightly, then pull girl forward to swap sides.	550	-
Open hold	Girl turn	Catapult	easy, turn	Project 4/5	2014-10-28		551	-
Catapult	Boy walk-through	Open hold	fun	Project 4/5	2014-10-28	Boy walks forward under right arm, leaves left at neck (let go)	552	-
Open hold	Girl turn	Hammerlock	easy, turn	Project 4/5	2014-10-28		553	dup
Hammerlock	Hands low turn	Hammerlock	fun, turn	Project 4/5	2014-10-28	Very light contact with hands here, don't hold tightly. Make sure elbows stay slightly bent, keep hands very low. Guide elbow so it doesn't get stuck.	554	dup
Hammerlock	Girl turn	Girl haircombed	turn, fun	Project 4/5	2014-10-28	Contra as for a normal unwind, but instead of putting turning hand over her head, put it on her shoulder next to her neck and leave it there while she turns.	555	-
Girl haircombed	Sunrise	Mates hold	fun	Project 4/5	2014-10-28	Girl half turn. Boy keeps girl's elbows inside his elbows. lifts hands above head, then brings right arm down using wrist contact.	556	-
Mates hold	Basic	Mates hold	easy, basic	Project 4/5	2014-10-28		557	dup
Mates hold	Girl turn	Open hold	easy, turn	Project 4/5	2014-10-28		558	-
Close hold	Grind step	Embrace	body	TSF Level 2	2014-10-30	Using your left wrist, push girl's right wrist in a big circle: down, behind her, then up to your shoulder. Her arm should be straight, and her hand trails behind her wrist.	559	-
Embrace	Knee roll	Embrace	body	TSF Level 2	2014-10-30	Start by pulling knee back, then push it around in a circle. Girl should maintain leg contact and do a booty roll as a result. Can be cheekily enhanced by lifting her frame slightly to straighten her knee at the apoapsis of the roll.	560	-
Embrace	Basic	Open hold	easy, basic	TSF Level 2	2014-10-30		561	dup
Open hold	Girl turn + boy turn	Boy haircombed	turn, fast	TSF Level 2	2014-10-30		562	-
Boy haircombed	Arm sweep	Arm up	easy, basic	TSF Level 2	2014-10-30	Sweep arm from chest in nearly two full circles over four beats, starting down.	563	-
Arm up	Girl turn	Control hold	easy, turn	TSF Level 2	2014-10-30		564	dup
Control hold	Grind step	Mates hold		TSF Level 2	2014-10-30		565	-
Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-10-30	Lean away from the direction of sway (spring into it)	566	dup
Mates hold	Body rolls	Mates hold	body	TSF Level 2	2014-10-30	Either two two-beat rolls then a slow one or vice versa.	567	-
Close hold	Grind step	Close hold	easy, basic	TSF Level 2	2014-11-05	Lunge (step forward) on 1, back on 2, stop on 3, drop on 4, open on 5 by throwing arm down, bodyroll on 7.	568	dup
Close hold	Basic	Open hold	easy, basic	TSF Level 2	2014-11-05	Girl steps forward past boy then half turns.	569	dup
Open hold	Double turn	Wrap	fast, turn	TSF Level 2	2014-11-05	Grab non-turning hand as it goes past on second revolution	570	-
Wrap	Push-pull	Cliffhanger	easy, fun, swap	TSF Level 2	2014-11-05		571	dup
Cliffhanger	Cross-body lead	Mates hold	easy, swap	TSF Level 2	2014-11-05	Girl walks across to other side of boy and half turns to face him	572	-
Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-11-05		573	dup
Mates hold	Bodyroll	Mates hold	easy, basic, body	TSF Level 2	2014-11-05		574	-
Open hold	Basic	Arms up	basic	Altona	2014-11-10	Let go and put your right hand on her right hip -- she will put her arms up by herself.	575	-
Arms up	Both outside turn	Arms up	easy, turn	Altona	2014-11-10	With right arm on her opposite hip, contra her slightly then lead a turn from the hip.	576	-
Arms up	Approach/retreat	Arms up	basic, fun	Altona	2014-11-10	Step past her on the left, pulling her hips past on your right. On 2, move back to neutral, then repeat on other side.	577	-
Arms up	Girl free turn	Open hold	easy, turn	Altona	2014-11-10		578	-
Open hold	Boy turn	Open hold	easy, boy	Altona	2014-11-10		579	dup
Open hold	Girl turn + boy turn	Open hold	fast, turn	Altona	2014-11-10		580	dup
Open hold	Double arm sweep	Arms up	easy, basic	TSF Level 2	2014-11-13		581	-
Arms up	Basic	Embrace	easy, basic	TSF Level 2	2014-11-13		582	-
Embrace	Grind step + squat	Embrace	body, fun	TSF Level 2	2014-11-13	Step forward on 1, rotating frames, then return to neutral. At the same time, sweep her right arm down and then behind her to throw it across your shoulder on 4. Also on 4, twist to boy's left, keeping legs interleaved. On 5,6, squat down, then on 7,8, stand up again.	583	-
Embrace	Basic	Control hold	easy, basic	TSF Level 2	2014-11-13		584	-
Control hold	Grind step	Mates hold		TSF Level 2	2014-11-13	Step forward on 1, rotating frames, then pull her into wrap, releasing hands to switch hands for mates hold. Right hands on her hip.	585	dup
Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-11-13		586	dup
Mates hold	Bow	Close hold	hard, swap	TSF Level 2	2014-11-13	Reverse bodyroll by stepping forward with left foot. End roll by pushing girl's frame forward gently with chest, while boy is off to side so she can balance by sticking her butt out. Keep firm hold with left hands, provide support for her to flick upright again. Throw left hand over shoulder then turn into close hold.	587	-
Close hold	Spin	Close hold opened	easy, swap	TSF Level 2	2014-11-13		588	dup
Close hold opened	Bodyroll	Close hold	body	TSF Level 2	2014-11-13		589	dup
Open hold	Double turn	Wrap	fast, turn	Altona	2014-11-17		590	dup
Wrap	Walk forward 	Wrap	easy, basic	Altona	2014-11-17		591	-
Wrap	Unwind	Cliffhanger	easy, turn	Altona	2014-11-17		592	-
Cliffhanger	Free spin	Embrace	easy, turn	Altona	2014-11-17		593	-
Embrace	Straight dip	Embrace	hard, body	Altona	2014-11-17		594	dup
Close hold	Basic	Close hold	easy, basic	TSF Level 2	2014-11-19		595	dup
Close hold	Stop and roll	Close hold	body	TSF Level 2	2014-11-19		596	dup
Close hold	Spin	Close hold opened	easy, swap	TSF Level 2	2014-11-19	Grind step then big contra on 4 to lead into spin.	597	dup
Close hold opened	Hesitation step	Close hold opened	hard	TSF Level 2	2014-11-19	With right arm around girl's waist, prevent her from walking forward with right hand on hip.	598	-
Close hold opened	Boy turn	Crosshand		TSF Level 2	2014-11-19		599	-
Crosshand	Girl turn + arm flick + boy turn	Boy hammerlock	turn, fast, hard	TSF Level 2	2014-11-19	With left hand on top, girl turns under both hands on 5, 6 and boy turns outside on 7,8 with arm flick in between.	600	-
Boy hammerlock	Arm sweep + throw-block	Side-by-side	hard	TSF Level 2	2014-11-19	Sweep girl's locking arm around in a full 360 with wrist contact then flick it around her and grab other arm to stop her spinning (flick is too late for her to spin anyway really)	601	-
Side-by-side	Girl free turn + bodyroll	Mates hold	fast, body	TSF Level 2	2014-11-19	Girl turns on 5, 6 into mates hold then lead a bodyroll.	602	-
Mates hold	Wave arm around	Mates hold	basic	TSF Level 2	2014-11-19	Put arm next to hip, then sweep around to above head, then down boy's face (if comfortable) and out in front	603	dup
Mates hold	Grind step	Mates hold	easy, basic	TSF Level 2	2014-11-19		604	dup
Catapult	Boy turn	Open hold	easy	eR-avS5xmvY	2014-11-20		605	-
Open hold	Haircomb each other	Both haircombed	easy, basic, fun	eR-avS5xmvY	2014-11-20	Right hand haircombs girl, left self (each has right arm on partner's near shoulder).	606	-
Both haircombed	Walk around	Both haircombed	easy, basic, fun	eR-avS5xmvY	2014-11-20	With right hands behind each others' necks, walk around each other. Be careful of looking at your partner too intensely.	607	-
Both haircombed	Both head roll	Open hold	body, fun	eR-avS5xmvY	2014-11-20	Sideways body roll under each other's hands, start by nodding head forward to get under their hand.	608	-
Open hold	Outside turn	Side-by-side	turn	St. Kilda	2014-11-22	3/4 outside turn then lock arms to walk forward and back.	609	-
Close hold	Basic	Close hold	easy, basic	Altona	2014-11-24		610	dup
Close hold	Stationary basic	Close hold	easy, basic	Altona	2014-11-24		611	-
Close hold	Spin	Close hold	easy, swap	Altona	2014-11-24		612	dup
Open hold	Backflip	Open hold	elite	_-1COOsnYtI	2014-11-24	Take careful note of vertical momentum management -- Girl stops fall mostly using arms (hanging upside down). Girl should be careful not to kick guy in face or headbutt balls.  http://youtu.be/_-1COOsnYtI?t=1m53s http://youtu.be/u3EPcyy2YAk?t=1m30s	613	729
Close hold opened	Lift dip	Close hold	elite	eR-avS5xmvY	2014-11-26	From close hold, rotate girl 90d clockwise. Ask for her left leg with your left hand, then throw it up in the air over your head and grab her right leg with your left hand, so she is sitting on your hips like scissors. Then let her lean back, supporting her with left hand to her right hand.	614	729
Open hold	Boy turn	Boy hammerlock	easy, boy	TSF Level 1	2014-11-20		615	dup
Boy hammerlock	Girl haircomb	Crosshand	easy, basic	TSF Level 1	2014-11-20	Release hammerlock and take freed hand.	616	-
Crosshand	Girl double-handed turn + flick	Crosshand	turn	TSF Level 1	2014-11-20		617	dup
Crosshand	Wrong-way turn	Crosshand	turn, fun	TSF Level 1	2014-11-20		618	dup
Crosshand	Girl turn	Hammerlock crosshand	easy, turn	TSF Level 1	2014-11-20		619	dup
Hammerlock crosshand	Girl turn	Crosshand	easy, turn	TSF Level 1	2014-11-20		620	-
Crosshand	Girl turn	Sweetheart	easy, turn	TSF Level 1	2014-11-20		621	dup
Sweetheart	Body roll down + body roll up	Sweetheart	easy, body, fun	TSF Level 1	2014-11-20		622	-
Sweetheart	Girl turn	Crosshand	turn	TSF Level 1	2014-11-20		623	dup
Crosshand	Girl haircomb	Open hold	easy, basic	TSF Level 1	2014-11-20		624	dup
Control hold	Grind step	Wrap	easy	TSF Level 2	2014-11-26		625	-
Wrap	Bodyroll both	Wrap	easy, body	TSF Level 2	2014-11-26	Mark explained this as a reverse bodyroll then a normal one.	626	dup
Wrap	Arm sweep	Mates hold	easy, basic	TSF Level 2	2014-11-26	Leave girl's hands close together in front of her chest, then sweep them down and out.	627	-
Mates hold	Girl turns around boy	Boy wrap	fun	TSF Level 2	2014-11-26		628	dup
Boy wrap	Boy hesitation step	Boy hammerlock		TSF Level 2	2014-11-26		629	-
Boy hammerlock	Arm sweep	Embrace	easy, basic	TSF Level 2	2014-11-26		630	-
Embrace	Shoulder roll + side dip	Embrace	body	TSF Level 2	2014-11-26		631	-
Open hold	Fold arms over shoulders	Embrace	basic	Sharon	2014-11-29	Girl's palms face you then move them up and onto her shoulders, then let go to embrace.	632	-
Embrace	Sway lift	Embrace	body	Sharon	2014-11-29	Contra up on 8, then sway left down, right down, left lifting by ribcage and then back to neutral. By lifting, you do the work for the girl, which is a relief for her (also no really low swaying means yay).	633	-
Arms up	Half turn	Mates hold		Sharon	2014-11-29	Arms up on 8, holding arms just above or below elbows. Right arm leads turn, hand to tummy on 2 to stop turn. Lead basic with body against girl's left shoulder.	634	-
Mates hold	Boy walks around	Close hold		Sharon	2014-11-29	Lift arms above her head then stop her firmly so boy can walk clockwise around.	635	-
Embrace	Body roll	Embrace	body	Sharon	2014-11-29	Two fingers press on muscle between shoulderblade and spine to lead. Boy doesn't move on 1 but can roll with lower body only. 	636	-
Open hold	Girl turn	Hammerlock	easy, turn	TSF Level 2	2014-12-04		637	dup
Hammerlock	Girl turn + boy outside turn	Crosshand	easy, turn	TSF Level 2	2014-12-04	Haircomb girl then start her unwinding. As she unwinds, swap hammerlock hand behind boy's back as he turns outside.	638	-
Crosshand	Girl turn	Hammerlock crosshand	easy, turn	TSF Level 2	2014-12-04		639	dup
Hammerlock crosshand	Boy turn + arm flick + boy unturn	Hammerlock crosshand	basic	TSF Level 2	2014-12-04	Boy turns under his left hand, keeping right on his shoulder. Left hand flicks girl's left hand around behind her, then boy unwinds to take hand.	640	-
Hammerlock crosshand	Girl turn	Hammerlock crosshand	easy, turn, fun	TSF Level 2	2014-12-04	Let go of locking hand and trail around waist to take it again.	641	-
Hammerlock crosshand	Girl turn	Close hold	easy, turn	TSF Level 2	2014-12-04		642	dup
Close hold	Grind step	Mates hold		TSF Level 2	2014-12-04	Both step back on 1 then forward on 2 to be in mates hold at right angles to previous direction (girl quarter turn left)	643	-
Mates hold	Lazy sway	Mates hold	easy, basic, body	TSF Level 2	2014-12-04	Sway left for two beats then right for two beats. Pretend you are superman about to launch into the sky in both directions.	644	dup
Mates hold	Basic	Mates hold	easy, basic	TSF Level 2	2014-12-04		645	dup
Mates hold	Girl turn	Open hold	easy, turn	TSF Level 2	2014-12-04	Lead with small contra (pull slightly with left hand) on 4.	646	dup
Control hold	Side squat	Control hold	body	TSF Level 2	2014-12-04	With introductory motion on 8, boy's right hand circles downward and toward him on 1, then pushes forward and behind girl on 2 to rotate frame. Girl squats on two also. Boy's whole frame rotates to lead clearly. Contra on 8 beforehand is toward girl slightly. Once girl is squatted, boy pushes her right knee with his left to encourage a booty roll on 3, 4.	647	-
Open hold	Haircomb	Girl haircombed	easy, basic	Altona	2014-12-08		648	-
Girl haircombed	Girl free turn	Stepped back	easy, turn	Altona	2014-12-08		649	-
Stepped back	Approach/retreat	Open hold		Altona	2014-12-08		650	-
Open hold	Boy haircomb	Crosshand	easy, basic	Altona	2014-12-08		651	-
Crosshand	Both haircomb	Close hold	easy, basic	Altona	2014-12-08	Haircomb girl then boy over four counts	652	-
Close hold	Travelling spin	Close hold	hard, fast	Project 4/5	2014-12-09	Big contra on 4	653	-
Close hold	Travelling spin	Close hold opened	hard, fast	Project 4/5	2014-12-09		654	-
Close hold opened	Walk forward	Close hold	easy, basic	Project 4/5	2014-12-09	Boy does a basic while girl walks forward and back	655	-
Close hold	Girl walks around	Open hold	easy	Project 4/5	2014-12-09	Boy leads girl past his right with left hand (also stepping forward) and then around behind on 4. Pull forward back in front of boy on 5 then free spin using girl's left wrist to lead (requires frame from girl) 	656	-
Open hold	Boy turn	Boy hammerlock	easy, basic	Project 4/5	2014-12-09		657	dup
Boy hammerlock	Catapult	Close hold	hard, basic	Project 4/5	2014-12-09	Use your arm which you just turned under to get under her locking elbow and do the catapult movement.	658	-
Open hold	Approach/retreat	Cliffhanger		Altona	2014-12-15		659	dup
Cliffhanger	Girl turn	Wrap		Altona	2014-12-15		660	-
Wrap	Walk forward	Wrap		Altona	2014-12-15		661	dup
Wrap	Girl turn	Open hold		Altona	2014-12-15		662	dup
Open hold	Girl turn + dip	Close hold		Altona	2014-12-15		663	dup
Open hold	Boy turn	Crosshand		Altona	2014-12-15		664	dup
Crosshand	Girl turn	Sweetheart		Altona	2014-12-15		665	dup
Sweetheart	Girl turn	Crosshand		Altona	2014-12-15		666	dup
Crosshand	Arm sweep	Close hold		Altona	2014-12-15		667	-
Open hold	Outside turn	Side-by-side locked		Project 4/5	2014-12-16		668	-
Side-by-side locked	Spin	Cliffhanger		Project 4/5	2014-12-16		669	-
Cliffhanger	Boy turn	Open hold		Project 4/5	2014-12-16	Swap hands twice behind back	670	-
Open hold	Girl turn	Catapult		Project 4/5	2014-12-16		671	dup
Catapult	Girl turn + boy turn	Boy hammerlock		Project 4/5	2014-12-16		672	-
Boy hammerlock	Girl haircomb	Crosshand locked		Project 4/5	2014-12-16		673	-
Crosshand locked	Girl walk around	Open hold		Project 4/5	2014-12-16	Boy walks past girl, she trails her lock arm around his neck, then he half-turns back to open hold	674	-
Open hold	Hesitation turn	Wrap		Project 4/5	2014-12-16		675	-
Wrap	Relax hands	Mates hold		Project 4/5	2014-12-16		676	dup
Mates hold	Girl turn	Wrap crosshand		Project 4/5	2014-12-16	Left arms overhead during turn then to her right shoulder	677	-
Wrap crosshand	Girl turn	Sweetheart		Project 4/5	2014-12-16		678	-
Sweetheart	Girl turn	Crosshand		Project 4/5	2014-12-16		679	dup
Crosshand	Double arm sweep	Close hold		Project 4/5	2014-12-16		680	dup
Crosshand	Basic	Crosshand		filler			681	1
Control hold	Basic	Control hold		filler			682	1
Open hold	Girl haircomb	Neck hold	nice	Sharon	2015-01-08	Lead can hold haircomb hand with both hands for more intimacy. Rest your hand on the back of her neck.	683	26
Neck hold	Lazy sway	Neck hold	easy, basic, body	Sharon	2015-01-08	Lift girl's frame just before starting sway so she knows that something is up. Drag head to indicate slower move.	684	166
Neck hold	Relax hands	Open hold	easy, basic	Sharon	2015-01-08		685	-
Open hold	Boy turn + flick	Arms up		Sharon	2015-01-08		686	4
Arms up	Lazy sway	Embrace	easy, basic, body	Sharon	2015-01-08	Hold the girl's ribcage firmly (not forcefully) and have a strong posture (feet apart, head up, shoulders back and down). Slide it side to side, moving your own torso as well.	687	166
Open hold	Slow walk forward	Neck hold	basic	Sharon	2015-01-08	This is a good one to do at the start of a dance. Stop girl so she goes back with her left foot first. Step on 1, 3, 5, 7. Then do a very slow sway (four beats per side).	688	2
Neck hold	Lazy sway	Neck hold	easy, basic, body	Sharon	2015-01-08		689	dup
Neck hold	Walk around girl	Open hold		Sharon	2015-01-08	Walk all the way around over 8 counts, windowing her with her right hand.	690	4
Crosshand	Girl turn	Sweetheart	turn, fast	Sharon	2015-01-08	Girl 1.5 turn	691	dup
Sweetheart	Lazy sway	Sweetheart	easy, basic, body	Sharon	2015-01-08	Hand resting on her left shoulder (upper arm) to lead	692	177
Sweetheart	Boy walks around	Close hold	body, nice	Sharon	2015-01-08	Lift her left elbow and walk under it. Most girls really like this move. 	693	690
Close hold	Slow walk backward	Close hold	body, nice	Sharon	2015-01-08	Step back on boy's left, leading girl forward on her right. Contra before doing this so she knows it's coming. Then step back on boy's right. On third step back, you can bend over as though whispering in her ear and flick her leg upward slightly (make contact just above the knee, on the back of her leg).	694	dup
Close hold	Body rolls	Close hold	body	Sharon	2015-01-08	Both lean back before starting roll. Lead with suggestion only, two or three fingers on spine behind sternum. End by lifting (hip first, then shoulders) back to standard close hold.	695	29
Cliffhanger	Boy orbit	Boy haircombed	fun	Project 4/5	2015-01-06	Lead girl to walk forward then walk behind her, holding her in place using her shoulder. Complete the orbit and haircomb yourself.	696	-
Boy haircombed	Flick hand	Hammerlock crosshand	basic	Project 4/5	2015-01-06	Girl's hand is on your neck -- flick it down and behind her and then grab it.	697	1
Embrace	Shoulder slide + hip slide	Embrace	body	TSF Level 2	2015-02-11	Shoulders left, shoulders right, hips right, hips left (lead hips with leg, girl clamped on)	698	41
Embrace	Shoulder roll + side sit	Embrace	body	TSF Level 2	2015-02-11	Full arm contact for shoulder roll -- boy uses whole frame. Hesitate when rolling back up from the sit - fake lead with knee (so she flicks her hips), then do the real one (rolling back up sideways: hips then shoulders then head)	699	41
Embrace	Hesitation + rondez	Embrace	basic	TSF Level 2	2015-02-11		700	-
Open hold	Boy 1.5 turn	Boy mates hold	basic	TSF Level 2	2015-02-11		701	-
Boy mates hold	Girl turn	Embrace	easy	TSF Level 2	2015-02-11		702	-
Embrace	Twists + body roll	Embrace	body	TSF Level 2	2015-02-11	Twist left on 1, right on two (opening up space between), then bodyroll on 3,4.	703	41
Open hold	Girl turn	Hammerlock	easy	TSF Level 2	2015-02-11		704	dup
Hammerlock	Sunrise	Mates hold	body	TSF Level 2	2015-02-11	Unwind hammerlock, keeping non-locking hand on shoulder - gets into girl haircombed. Girl then hesitation steps into mates hold, and boy moves arms down then around in a circle to the top, then down the girl's body.	705	-
Open hold	Girl turn	Wrap	easy, turn	Project 4/5	2015-02-17		706	dup
Wrap	Boy fake and flick	Open hold	basic	Project 4/5	2015-02-17	Boy gets in front of girl (with his back to her) on 1..4, then fake turns on 5 (right arm over head to left side), right arm back to right side on 6, then flick it away on 7 and turn to face her.	707	-
Open hold	Walk forward	Open hold	easy, basic	Project 4/5	2015-02-17		708	dup
Open hold	About turn	Open hold	easy, basic	Project 4/5	2015-02-17	Styling for girl: roll hip. Step forward with left then swoop butt over it; then straighten left leg.	709	dup
Open hold	Single step forward	Open hold	easy, basic	Project 4/5	2015-02-17	Step forward on left (girl forward on right), together, back, together.	710	-
Open hold	Hesitation step forward	Open hold	easy, basic	Project 4/5	2015-02-17	Tap forward, tap together, tap forward, tap together.	711	-
Open hold	Double-handed turn (both)	Side by side	turn	Project 4/5	2015-02-17	Scoop arms down after contra, they should travel in a big circle (no short cut at the end)	712	-
Side by side	About turn	Side by side	easy, basic	Project 4/5	2015-02-17		713	dup
Side by side	Free turn	Close hold	easy, turn	Project 4/5	2015-02-17		714	dup
Close hold	Dip	Close hold	easy, basic, body	Project 4/5	2015-02-17		715	dup
Sweetheart	Girl bow + bodyroll	Sweetheart	hard, body	TSF Level 2	2015-02-25	Prepare by leaning back and extending leg forward. On 3, lead girl forward with left hand, holding hip with right hand. Help her roll upward on 5 by leading/supporting with left hand.	716	176
Close hold	Girl plank dip	Close hold	hard, body	TSF Level 3	2015-03-03	Girl goes stiff and leans forward into boy, who side-squats away from her. Boy flicks her booty out with his hip on 3 to return to upright position.	717	172
Close hold	Wave hand	Embrace	easy	JT Ania	2015-04-07	Girl's hand goes to boy's hip	718	-
Embrace	Shoulder roll	Embrace	easy, body	JT Ania	2015-04-07	With her right hand on your hip, move her right shoulder forward and back (up in between).	719	-
Embrace	Body roll sit	Embrace	hard, body	JT Ania	2015-04-07	Move her back slightly then body wave, pulling down on her left upper arm so she sits.	720	-
Embrace	Knee pull	Embrace	fun	JT Ania	2015-04-07	Grab her left knee with both of yours and pull it backward by sticking your butt out. Support her upper back and slowly lift her up. Move apart for the next move.	721	-
Control hold	Haircomb each other	Both haircombed	easy	JT Ania	2015-04-07	Valentine's special -- haircomb each other (boy's right goes over girl's head and vice versa). 	722	-
Both haircombed	Head roll	Neck hold	hard	JT Ania	2015-04-07	Head roll by pushing her head to the side using pinky finger, then she will complete the roll on her own and you will feel like a ninja.	723	-
Neck hold	Push-pull	Mates hold	hard, nice	JT Ania	2015-04-07	Push on her shoulder then turn/pull her back in using her right hand.	724	-
Mates hold	Lazy sway	Mates hold	easy, basic	JT Ania	2015-04-07		725	-
Mates hold	Slide out, lean her, push-pull	Close hold	hard, nice	JT Ania	2015-04-07	On 3 of basic, slide to the left, pulling her left arm across with you but blocking her hips with right. Push her away with right arm on 5 but pull her back in to close hold on 7.	726	-
